"","Page","URL","og.title","Pageviews","Unique.Pageviews","Avg..Time.on.Page","Entrances","Bounce.Rate","X..Exit","Page.Value","title"
"473","/issue/100/catholic-imagination-bruce-springsteen","http://americamagazine.org/issue/100/catholic-imagination-bruce-springsteen",NA,"107","94","0:03:45","90","88.89%","86.92%","$0.00","Andrew Greeley on the Catholic Imagination of Bruce Springsteen"
"474","/issue/sspx-leader-says-confusion-reigns-church","http://americamagazine.org/issue/sspx-leader-says-confusion-reigns-church",NA,"107","100","0:01:36","83","90.36%","84.11%","$0.00","SSPX head claims pope is encouraging error"
"475","/content/all-things/letter-other-joseph-jesus-life-saint-joseph-arimathea","http://americamagazine.org/content/all-things/letter-other-joseph-jesus-life-saint-joseph-arimathea",NA,"106","98","0:02:47","98","87.76%","91.51%","$0.00","A Letter to the Other Joseph in Jesus' Life: Saint Joseph of Arimathea"
"476","/issue/623/100/how-start-catholic-book-club","http://americamagazine.org/issue/623/100/how-start-catholic-book-club",NA,"106","96","0:04:27","89","79.78%","82.08%","$0.00","How to Start a Catholic Book Club"
"477","/issue/686/article/motown-sound","http://americamagazine.org/issue/686/article/motown-sound",NA,"106","100","0:04:11","100","91.09%","93.40%","$0.00","That Motown Sound"
"478","/issue/bridging-racial-divide","http://americamagazine.org/issue/bridging-racial-divide",NA,"106","88","0:06:50","63","69.84%","66.98%","$0.00","What can the Catholic Church learn from #BlackLivesMatter?"
"479","/issue/vocation-crisis","http://americamagazine.org/issue/vocation-crisis",NA,"106","104","0:09:56","103","86.41%","94.34%","$0.00","Vocation Crisis"
"480","/content/all-things/faith-and-science-15-questions-dr-stephen-barr","http://americamagazine.org/content/all-things/faith-and-science-15-questions-dr-stephen-barr",NA,"105","93","0:07:26","91","83.52%","80.95%","$0.00","Faith and Science: 15 Questions for Dr. Stephen Barr"
"481","/content/all-things/pedophilia-and-homosexuality","http://americamagazine.org/content/all-things/pedophilia-and-homosexuality",NA,"105","100","0:03:30","100","88.00%","95.24%","$0.00","Pedophilia and Homosexuality"
"482","/issue/news-briefs-123","http://americamagazine.org/issue/news-briefs-123",NA,"105","98","0:01:02","19","52.63%","33.33%","$0.00","News Briefs"
"483","/issue/simply-loving","http://americamagazine.org/issue/simply-loving",NA,"105","90","0:02:58","70","73.24%","68.57%","$0.00","Simply Loving"
"484","/issue/639/article/christ-and-secular-sweden","http://americamagazine.org/issue/639/article/christ-and-secular-sweden",NA,"104","99","0:06:49","99","91.92%","94.23%","$0.00","Christ and Secular Sweden"
"485","/issue/modern-martyrs","http://americamagazine.org/issue/modern-martyrs",NA,"104","99","0:05:15","99","91.92%","95.19%","$0.00","Modern Martyrs"
"486","/media/podcasts/catholic-women-deacons","http://americamagazine.org/media/podcasts/catholic-women-deacons",NA,"104","93","0:04:19","52","84.62%","61.54%","$0.00","Catholic Women Deacons?"
"487","/media/videos/exclusive-interview-new-papal-nuncio-us","http://americamagazine.org/media/videos/exclusive-interview-new-papal-nuncio-us",NA,"104","91","0:02:35","25","76.00%","52.88%","$0.00","Exclusive | An Interview with the New Papal Nuncio to the U.S."
"488","/content/dispatches/troubled-dream-europe","http://americamagazine.org/content/dispatches/troubled-dream-europe",NA,"103","88","0:01:57","54","74.07%","58.25%","$0.00","As Brexit vote begins, reconsidering the troubled dream of Europe"
"489","/issue/british-labour-mp-killed-shooting","http://americamagazine.org/issue/british-labour-mp-killed-shooting",NA,"103","99","0:03:36","83","89.16%","85.44%","$0.00","British Labour lawmaker killed in shooting"
"490","/church-poor","http://americamagazine.org/church-poor",NA,"102","92","0:05:09","73","89.04%","74.51%","$0.00","Pope Francis makes addressing poverty essential"
"491","/content/dispatches/pope-francis-washes-feet-refugees-different-religions-and-countries","http://americamagazine.org/content/dispatches/pope-francis-washes-feet-refugees-different-religions-and-countries",NA,"102","90","0:06:16","89","89.89%","88.24%","$0.00","Pope Francis washes the feet of 8 men and 4 women of different religions and countries"
"492","/content/good-word/superfluity-or-superabundance","http://americamagazine.org/content/good-word/superfluity-or-superabundance",NA,"102","94","0:02:14","54","83.33%","69.61%","$0.00","What difference does the Trinity make?"
"493","/issue/424/columns/equal-or-fair","http://americamagazine.org/issue/424/columns/equal-or-fair",NA,"102","99","0:09:05","98","92.93%","96.08%","$0.00","Equal, or Fair?"
"494","/content/good-word/acts-apostles-online-commentary-29","http://americamagazine.org/content/good-word/acts-apostles-online-commentary-29",NA,"101","92","0:11:05","92","86.96%","91.09%","$0.00","Peter's Miracles in Lydda and Joppa"
"495","/issue/625/article/what-are-theologians-saying-about-christology","http://americamagazine.org/issue/625/article/what-are-theologians-saying-about-christology",NA,"101","88","0:05:03","87","79.31%","82.18%","$0.00","What Are Theologians Saying About Christology?"
"496","/content/all-things/best-jesus-book-i-know","http://americamagazine.org/content/all-things/best-jesus-book-i-know",NA,"100","94","0:09:34","94","80.00%","93.00%","$0.00","The Best Jesus Book I Know"
"497","/content/all-things/pope-francis-married-catholic-priests-qa-bishop-john-parma","http://americamagazine.org/content/all-things/pope-francis-married-catholic-priests-qa-bishop-john-parma",NA,"100","96","0:15:24","95","88.42%","95.00%","$0.00","Pope Francis & Married Catholic Priests: Q&A with Bishop John of Parma"
"498","/issue/472/editorial/abortion-debate-today","http://americamagazine.org/issue/472/editorial/abortion-debate-today",NA,"100","95","0:04:16","92","91.30%","92.00%","$0.00","The Abortion Debate Today"
"499","/issue/examining-conscience","http://americamagazine.org/issue/examining-conscience",NA,"100","88","0:04:23","70","82.86%","74.00%","$0.00","Who are we to judge? How Scripture and tradition help to form our consciences"
"500","/issue/holy-sepulcher-restoration","http://americamagazine.org/issue/holy-sepulcher-restoration",NA,"100","83","0:02:17","36","66.67%","40.00%","$0.00","Holy Sepulcher Restoration"
"501","/issue/post-apartheid-brain-drain","http://americamagazine.org/issue/post-apartheid-brain-drain",NA,"100","90","0:03:05","34","58.82%","45.00%","$0.00","A post-apartheid brain drain in South Africa"
"502","/content/the-word/one-i-look","http://americamagazine.org/content/the-word/one-i-look",NA,"99","81","0:01:36","3","75.00%","11.11%","$0.00","The One I Look For"
"503","/content/the-word/prophetic-values","http://americamagazine.org/content/the-word/prophetic-values",NA,"99","83","0:01:51","7","71.43%","14.14%","$0.00","Prophetic Values"
"504","/issue/633/article/love-will-decide-everything","http://americamagazine.org/issue/633/article/love-will-decide-everything",NA,"99","83","0:05:02","82","81.71%","79.80%","$0.00","Love Will Decide Everything"
"505","/issue/archbishop-elias-chacour-steps-down","http://americamagazine.org/issue/archbishop-elias-chacour-steps-down",NA,"99","91","0:04:22","91","91.21%","90.91%","$0.00","Archbishop Elias Chacour Steps Down"
"506","/issue/man-peace","http://americamagazine.org/issue/man-peace",NA,"99","93","0:04:57","59","72.41%","64.65%","$0.00","A Man of Peace: Recalling the life and legacy of Daniel Berrigan"
"507","/issue/555/article/historical-mary","http://americamagazine.org/issue/555/article/historical-mary",NA,"98","87","0:04:19","83","86.75%","79.59%","$0.00","The Historical Mary"
"508","/issue/annulment-dilemma","http://americamagazine.org/issue/annulment-dilemma",NA,"98","94","0:13:54","92","85.87%","95.92%","$0.00","The Annulment Dilemma"
"509","/issue/boris-bows-out-another-shock-uk","http://americamagazine.org/issue/boris-bows-out-another-shock-uk",NA,"98","95","0:06:24","89","89.89%","89.80%","$0.00","Boris bows out: UK shock as Johnson ditches Tory leader bid"
"510","/issue/575/article/real-story-council-nicea","http://americamagazine.org/issue/575/article/real-story-council-nicea",NA,"97","96","0:08:16","96","96.88%","97.94%","$0.00","The Real Story of the Council of Nicea"
"511","/issue/pope-paul-vi-1963-1978","http://americamagazine.org/issue/pope-paul-vi-1963-1978",NA,"97","80","0:06:52","80","80.00%","82.47%","$0.00","Pope Paul VI: 1963-1978"
"512","/content/all-things/eager-love-author-qa-father-richard-rohr-ofm","http://americamagazine.org/content/all-things/eager-love-author-qa-father-richard-rohr-ofm",NA,"96","88","0:11:26","87","79.31%","89.58%","$0.00","'Eager to Love': Author Q&A with Father Richard Rohr, O.F.M."
"513","/issue/china-counting-christians","http://americamagazine.org/issue/china-counting-christians",NA,"96","87","0:01:56","87","88.51%","89.58%","$0.00","In China, Counting Christians"
"514","/issue/christian-militias-fighting-isis-seek-us-help","http://americamagazine.org/issue/christian-militias-fighting-isis-seek-us-help",NA,"96","83","0:02:00","68","83.82%","71.88%","$0.00","Christian militias fighting IS in Iraq hope for U.S. support"
"515","/issue/pope-francis-christians-live-gods-love-joy-astonishment","http://americamagazine.org/issue/pope-francis-christians-live-gods-love-joy-astonishment",NA,"96","89","0:02:15","23","91.30%","48.96%","$0.00","Pope Francis: The identity card of the Christian is the joy of the Gospel"
"516","/issue/real-francis","http://americamagazine.org/issue/real-francis",NA,"96","91","0:08:53","88","77.27%","90.62%","$0.00","The Real Francis"
"517","/toc-past/2007-07-02","http://americamagazine.org/toc-past/2007-07-02",NA,"96","44","0:00:05","0","0.00%","0.00%","$0.00",NA
"518","/users/america-films","http://americamagazine.org/users/america-films",NA,"96","89","0:00:39","59","94.92%","65.62%","$0.00","America Films"
"519","/content/dispatches/pope-francis-opens-doors-integration-church-life-catholics-irregular-situations","http://americamagazine.org/content/dispatches/pope-francis-opens-doors-integration-church-life-catholics-irregular-situations",NA,"95","91","0:06:42","74","91.89%","85.26%","$0.00","Pope Francis: the church must integrate, not exclude, Catholics in ‘irregular situations’"
"520","/issue/100/madonnas-challenge-her-church","http://americamagazine.org/issue/100/madonnas-challenge-her-church",NA,"95","89","0:08:34","87","93.10%","92.63%","$0.00","Madonna's Challenge to Her Church"
"521","/issue/go-and-do-likewise","http://americamagazine.org/issue/go-and-do-likewise",NA,"95","83","0:04:16","80","90.00%","85.26%","$0.00","Go and Do Likewise"
"522","/issue/lessons-paris","http://americamagazine.org/issue/lessons-paris",NA,"94","90","0:13:10","86","91.86%","92.55%","$0.00","To fight terrorism, we must first try to understand its causes."
"523","/content/all-things/bill-cunningham-new-york","http://americamagazine.org/content/all-things/bill-cunningham-new-york",NA,"93","84","0:06:36","84","77.38%","89.25%","$0.00","Bill Cunningham New York"
"524","/content/all-things/readings-pope-francis-community-life","http://americamagazine.org/content/all-things/readings-pope-francis-community-life",NA,"93","85","0:06:11","84","88.10%","88.17%","$0.00","Readings: Pope Francis on Community Life"
"525","/content/dispatches/kentucky-homecoming-wendell-berry","http://americamagazine.org/content/dispatches/kentucky-homecoming-wendell-berry",NA,"93","84","0:03:35","21","75.00%","54.84%","$0.00","Wendell Berry sponsors an alt-ag program at St. Catharine College in Kentucky"
"526","/issue/other-campaigns","http://americamagazine.org/issue/other-campaigns",NA,"93","93","0:03:43","68","94.12%","77.42%","$0.00","The alternative campaigns of Barack Obama and Paul Ryan"
"527","/content/all-things/five-things-synod-just-did","http://americamagazine.org/content/all-things/five-things-synod-just-did",NA,"92","33","0:00:17","32","6.25%","34.78%","$0.00","Five Things the Synod Just Did"
"528","/content/the-word/clothed-christ","http://americamagazine.org/content/the-word/clothed-christ",NA,"92","77","0:01:37","10","50.00%","26.09%","$0.00","Clothed in Christ"
"529","/issue/305/article/dying-well","http://americamagazine.org/issue/305/article/dying-well",NA,"92","88","0:09:33","80","93.75%","91.30%","$0.00","On Dying Well"
"530","/issue/uk-bishop-warns-brexit-will-hurt-aid-agencies","http://americamagazine.org/issue/uk-bishop-warns-brexit-will-hurt-aid-agencies",NA,"92","82","0:01:40","65","89.23%","77.17%","$0.00","Bishop says 'Brexit' could lead to loss of funds for aid agencies"
"531","/content/dispatches/other-refugees-eritreans-pay-price-african-and-western-failure","http://americamagazine.org/content/dispatches/other-refugees-eritreans-pay-price-african-and-western-failure",NA,"91","74","0:00:44","62","93.55%","68.13%","$0.00","The 'other' refugees: Eritreans pay the price for African and Western failure"
"532","/content/good-word/windows-mens-souls","http://americamagazine.org/content/good-word/windows-mens-souls",NA,"91","88","0:09:16","88","93.18%","95.60%","$0.00","Windows into Men's Souls"
"533","/content/the-word/decrease-and-increase","http://americamagazine.org/content/the-word/decrease-and-increase",NA,"91","76","0:00:18","1","100.00%","4.40%","$0.00","Decrease and Increase"
"534","/issue/cardinal-marx-francis-synod-women-church-and-gay-relationships","http://americamagazine.org/issue/cardinal-marx-francis-synod-women-church-and-gay-relationships",NA,"91","88","0:14:25","87","90.80%","93.41%","$0.00","Cardinal Marx on Francis, the Synod, Women in the Church and Gay Relationships"
"535","/issue/saved-grace","http://americamagazine.org/issue/saved-grace",NA,"91","85","0:04:22","82","82.93%","90.11%","$0.00","Saved by Grace"
"536","/issue/who-judge","http://americamagazine.org/issue/who-judge",NA,"91","84","0:02:52","72","89.04%","81.32%","$0.00","Scalia v. Aquinas: lessons from the saint for the late, great justice"
"537","/content/all-things/readings-real-bergoglio","http://americamagazine.org/content/all-things/readings-real-bergoglio",NA,"90","86","0:10:28","85","92.94%","93.33%","$0.00","Readings: The Real Bergoglio"
"538","/content/all-things/who-was-saint-pierre-favre","http://americamagazine.org/content/all-things/who-was-saint-pierre-favre",NA,"90","79","0:09:54","76","75.00%","84.44%","$0.00","Who was Saint Pierre Favre?"
"539","/issue/100/mary-and-feminist-movement","http://americamagazine.org/issue/100/mary-and-feminist-movement",NA,"90","80","0:05:40","78","89.74%","85.56%","$0.00","Mary and the Feminist Movement"
"540","/issue/nuncio-warns-against-complacency-hivaids","http://americamagazine.org/issue/nuncio-warns-against-complacency-hivaids",NA,"90","78","0:02:19","54","75.93%","66.67%","$0.00","Nuncio praises progress made on HIV/AIDS but warns against complacency"
"541","/toc-past/2013-07-01","http://americamagazine.org/toc-past/2013-07-01",NA,"90","44","0:00:08","1","0.00%","0.00%","$0.00",NA
"542","/content/the-word/path-life","http://americamagazine.org/content/the-word/path-life",NA,"89","75","0:01:07","7","62.50%","15.73%","$0.00","The Path to Life"
"543","/issue/100/church-and-fiction-writer","http://americamagazine.org/issue/100/church-and-fiction-writer",NA,"89","80","0:10:55","78","85.90%","86.52%","$0.00","The Church and the Fiction Writer"
"544","/issue/100/notes-jesuit-education","http://americamagazine.org/issue/100/notes-jesuit-education",NA,"89","88","0:08:59","83","97.59%","97.75%","$0.00","Notes on Jesuit Education"
"545","/issue/back-wonder","http://americamagazine.org/issue/back-wonder",NA,"89","72","0:05:55","59","79.66%","68.54%","$0.00","Back to Wonder: The search for mystery in a scientific world"
"546","/issue/lead-us-not-clericalism","http://americamagazine.org/issue/lead-us-not-clericalism",NA,"89","83","0:07:15","79","86.08%","89.89%","$0.00","Lead Us Not Into Clericalism"
"547","/issue/we-must-reach-out","http://americamagazine.org/issue/we-must-reach-out",NA,"89","79","0:10:20","78","78.21%","83.15%","$0.00","‘We Must Reach Out’"
"548","/sections/theater","http://americamagazine.org/sections/theater",NA,"89","81","0:00:42","49","100.00%","59.55%","$0.00","Theater"
"549","/content/all-things/catholic-and-mormon-author-qa-professor-stephen-h-webb","http://americamagazine.org/content/all-things/catholic-and-mormon-author-qa-professor-stephen-h-webb",NA,"88","82","0:22:42","81","73.17%","92.05%","$0.00","Catholic and Mormon: Author Q&A with Professor Stephen H. Webb"
"550","/content/all-things/reviving-sacred-heart","http://americamagazine.org/content/all-things/reviving-sacred-heart",NA,"88","73","0:07:23","73","74.32%","82.95%","$0.00","Reviving the Sacred Heart"
"551","/issue/fact-challenged","http://americamagazine.org/issue/fact-challenged",NA,"88","78","0:05:34","38","64.86%","57.95%","$0.00","Have we totally lost our belief in facts? If so, who's to blame?"
"552","/issue/sacred-calling","http://americamagazine.org/issue/sacred-calling",NA,"88","82","0:09:34","73","94.52%","89.77%","$0.00","A Sacred Calling: Recovering what politics is—and is not"
"553","/sections/art","http://americamagazine.org/sections/art",NA,"88","76","0:00:47","5","80.00%","18.18%","$0.00","Art"
"554","/users/nathan-schneider","http://americamagazine.org/users/nathan-schneider",NA,"88","78","0:02:17","30","50.00%","47.73%","$0.00","Nathan Schneider"
"555","/content/all-things/immodest-proposal-withdrawal-church-civil-marriage-business","http://americamagazine.org/content/all-things/immodest-proposal-withdrawal-church-civil-marriage-business",NA,"87","30","0:00:16","30","3.33%","34.48%","$0.00","Immodest proposal: Withdrawal of Church from Civil Marriage Business"
"556","/issue/facing-hiroshima","http://americamagazine.org/issue/facing-hiroshima",NA,"87","78","0:02:48","23","82.61%","48.28%","$0.00","Obama's visit to Hiroshima shows we are not afraid of our history."
"557","/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com","http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com",NA,"86","66","0:01:07","63","63.49%","60.47%","$0.00","unknown"
"558","/content/dispatches/gamergate-story-about-video-games-you-need-know-about","http://americamagazine.org/content/dispatches/gamergate-story-about-video-games-you-need-know-about",NA,"86","29","0:00:16","29","0.00%","33.72%","$0.00","GamerGate: A Story about Video Games that You Need to Know About"
"559","/issue/765/new-media/praying-my-iphone","http://americamagazine.org/issue/765/new-media/praying-my-iphone",NA,"86","78","0:11:42","75","69.33%","87.21%","$0.00","Praying with My iPhone"
"560","/content/all-things/anchoress-speaks-qa-elizabeth-scalia","http://americamagazine.org/content/all-things/anchoress-speaks-qa-elizabeth-scalia",NA,"85","83","0:15:10","82","66.27%","95.29%","$0.00","The Anchoress Speaks: Q&A with Elizabeth Scalia"
"561","/content/the-word/two-sides-coin","http://americamagazine.org/content/the-word/two-sides-coin",NA,"85","74","0:00:46","19","100.00%","32.94%","$0.00","Two Sides of the Coin"
"562","/media/podcasts/whats-conscience-got-do-it","http://americamagazine.org/media/podcasts/whats-conscience-got-do-it",NA,"85","72","0:01:48","35","68.57%","51.76%","$0.00","What's Conscience Got to Do With It?"
"563","/user/login?destination=sections/current-issue","http://americamagazine.org/user/login?destination=sections/current-issue",NA,"85","58","0:01:05","1","0.00%","21.18%","$0.00","User account"
"564","/content/all-things/catholic-experience-ramadan","http://americamagazine.org/content/all-things/catholic-experience-ramadan",NA,"84","81","0:10:02","81","88.89%","96.43%","$0.00","A Catholic Experience of Ramadan"
"565","/issue/100/women-church-vatican-ii","http://americamagazine.org/issue/100/women-church-vatican-ii",NA,"84","79","0:04:50","79","89.87%","91.67%","$0.00","Women in the Church Since Vatican II"
"566","/issue/585/faith-focus/friends-god","http://americamagazine.org/issue/585/faith-focus/friends-god",NA,"84","73","0:05:42","73","78.08%","78.57%","$0.00","Friends With God"
"567","/issue/646/article/holy-dirt","http://americamagazine.org/issue/646/article/holy-dirt",NA,"84","78","0:10:38","78","88.46%","92.86%","$0.00","Holy Dirt"
"568","/issue/chavismos-end","http://americamagazine.org/issue/chavismos-end",NA,"84","79","0:02:15","19","78.95%","47.62%","$0.00","Venezuela proves the suicidal perils of following any dogma to the extreme"
"569","/issue/portraits-love","http://americamagazine.org/issue/portraits-love",NA,"84","74","0:03:38","37","70.27%","55.95%","$0.00","Portraits of Love: A deeper look at ‘Amoris Laetitia’"
"570","/issue/revisiting-racism","http://americamagazine.org/issue/revisiting-racism",NA,"84","68","0:05:44","62","79.03%","73.81%","$0.00","Black theology and a legacy of oppression"
"571","/search/node","http://americamagazine.org/search/node",NA,"84","75","0:00:36","2","0.00%","7.14%","$0.00","Search"
"572","/content/all-things/thomism-21st-century-qa-father-romanus-cessario-op","http://americamagazine.org/content/all-things/thomism-21st-century-qa-father-romanus-cessario-op",NA,"83","82","0:12:50","81","90.12%","96.39%","$0.00","Thomism in the 21st Century: Q&A with Father Romanus Cessario, O.P."
"573","/issue/452/article/adult-faith-formation-will-it-catch-time","http://americamagazine.org/issue/452/article/adult-faith-formation-will-it-catch-time",NA,"83","75","0:11:11","75","83.12%","89.16%","$0.00","Adult Faith Formation: Will It Catch On This Time?"
"574","/issue/compromise-binds","http://americamagazine.org/issue/compromise-binds",NA,"83","75","0:04:01","47","76.60%","63.86%","$0.00","Making compromises in the Catholic Church"
"575","/issue/right-thing-do-people-exposed-ebola","http://americamagazine.org/issue/right-thing-do-people-exposed-ebola",NA,"82","28","0:00:16","28","3.57%","34.15%","$0.00","'The Right Thing to Do' on People Exposed to Ebola"
"576","/submit/44633?step=submission","http://americamagazine.org/submit/44633?step=submission",NA,"82","73","0:06:55","7","85.71%","24.39%","$0.00","unknown"
"577","/user/login?destination=user/newsletters","http://americamagazine.org/user/login?destination=user/newsletters",NA,"82","72","0:00:23","34","88.24%","47.56%","$0.00","User account"
"578","/cbc","http://americamagazine.org/cbc",NA,"81","57","0:01:56","42","30.95%","35.80%","$0.00","2016"
"579","/content/all-things/five-suggestions-fruitful-discernment","http://americamagazine.org/content/all-things/five-suggestions-fruitful-discernment",NA,"81","75","0:03:17","43","90.70%","75.31%","$0.00","5 suggestions for fruitful discernment"
"580","/issue/culture/ugly-details","http://americamagazine.org/issue/culture/ugly-details",NA,"81","76","0:02:42","24","91.67%","51.85%","$0.00","The Ugly Details"
"581","/issue/violent-bear-it-away","http://americamagazine.org/issue/violent-bear-it-away",NA,"81","79","0:10:38","78","93.51%","95.06%","$0.00","The Violent Bear it Away"
"582","/pope-francis-interview","http://americamagazine.org/pope-francis-interview",NA,"81","78","0:01:01","71","29.17%","34.57%","$0.00","Pope Francis: The Interview"
"583","/content/all-things/how-should-christians-respond-courts-decision-marriage","http://americamagazine.org/content/all-things/how-should-christians-respond-courts-decision-marriage",NA,"80","75","0:05:10","65","84.62%","88.75%","$0.00","How Should Christians Respond to the Court's Decision on Same-Sex Marriage?"
"584","/content/all-things/spiritual-solution-ocd","http://americamagazine.org/content/all-things/spiritual-solution-ocd",NA,"80","75","0:07:25","75","85.33%","92.50%","$0.00","A Spiritual Solution to OCD?"
"585","/issue/5130/film/his-catholic-conscience","http://americamagazine.org/issue/5130/film/his-catholic-conscience",NA,"80","78","0:08:41","76","96.05%","95.00%","$0.00","His Catholic Conscience"
"586","/issue/5147/faith-focus/no-place-it","http://americamagazine.org/issue/5147/faith-focus/no-place-it",NA,"80","74","0:08:32","74","74.32%","83.75%","$0.00","No Place Like It"
"587","/archives/2011","http://americamagazine.org/archives/2011",NA,"79","15","0:00:08","2","0.00%","1.27%","$0.00","Archives: 2011"
"588","/content/ignatian-educator/grad-grad-and-jesuit-schools","http://americamagazine.org/content/ignatian-educator/grad-grad-and-jesuit-schools",NA,"79","72","0:05:40","72","84.72%","91.14%","$0.00","The ""Grad at Grad"" and Jesuit Schools"
"589","/issue/701/editorial/community-disciples","http://americamagazine.org/issue/701/editorial/community-disciples",NA,"79","70","0:02:43","70","88.57%","88.61%","$0.00","Community of Disciples"
"590","/issue/765/article/growing-berrigan","http://americamagazine.org/issue/765/article/growing-berrigan",NA,"79","76","0:10:14","67","82.09%","86.08%","$0.00","Growing Up Berrigan"
"591","/issue/synod-san-diego","http://americamagazine.org/issue/synod-san-diego",NA,"79","76","0:01:02","19","73.68%","34.18%","$0.00","Synod in San Diego"
"592","/users/david-stewart-0","http://americamagazine.org/users/david-stewart-0",NA,"79","68","0:01:15","34","58.82%","44.30%","$0.00","David Stewart"
"593","/users/pope-francis","http://americamagazine.org/users/pope-francis",NA,"79","54","0:00:40","1","0.00%","11.39%","$0.00","Pope Francis"
"594","/issue/633/faith-focus/doubter-gives-lessons-faith","http://americamagazine.org/issue/633/faith-focus/doubter-gives-lessons-faith",NA,"78","72","0:09:52","72","88.89%","91.03%","$0.00","A Doubter Gives Lessons in Faith"
"595","/issue/648/columns/amnesty","http://americamagazine.org/issue/648/columns/amnesty",NA,"78","72","0:15:16","69","88.41%","91.03%","$0.00","Amnesty?"
"596","/issue/uk-pound-plunges-brexit-verge-victory","http://americamagazine.org/issue/uk-pound-plunges-brexit-verge-victory",NA,"78","73","0:03:13","28","89.29%","50.00%","$0.00","UK pound plunges as referendum results point to EU exit"
"597","/submit/46314","http://americamagazine.org/submit/46314",NA,"78","52","0:00:57","7","42.86%","16.67%","$0.00","unknown"
"598","/content/all-things/catholic-voters-and-2016-election-20-questions-joshua-mercer","http://americamagazine.org/content/all-things/catholic-voters-and-2016-election-20-questions-joshua-mercer",NA,"77","74","0:04:49","67","82.09%","88.31%","$0.00","CatholicVote.org co-founder Joshua Mercer on winning over Catholic voters in 2016"
"599","/content/all-things/pope-ground-zero","http://americamagazine.org/content/all-things/pope-ground-zero",NA,"77","26","0:02:24","5","60.00%","15.58%","$0.00","Interfaith prayer at Ground Zero"
"600","/content/all-things/revealing-young-messiah-interview-cyrus-nowrasteh","http://americamagazine.org/content/all-things/revealing-young-messiah-interview-cyrus-nowrasteh",NA,"77","73","0:10:38","69","74.29%","90.91%","$0.00","Making of ‘The Young Messiah’: An interview with director Cyrus Nowrasteh"
"601","/content/all-things/theology-body-reconsidered","http://americamagazine.org/content/all-things/theology-body-reconsidered",NA,"77","71","0:11:36","71","84.72%","90.91%","$0.00","The Theology of the Body Reconsidered"
"602","/issue/213/refugee-crisis","http://americamagazine.org/issue/213/refugee-crisis",NA,"77","25","0:00:48","11","0.00%","6.49%","$0.00","Responding to the refugee crisis"
"603","/issue/articles/women-proclaiming-word","http://americamagazine.org/issue/articles/women-proclaiming-word",NA,"77","75","0:06:07","67","97.01%","92.21%","$0.00","How we read Scripture can help or hinder efforts toward gender equality."
"604","/content/dispatches/san-diego-plans-diocesan-synod-new-way-being-church","http://americamagazine.org/content/dispatches/san-diego-plans-diocesan-synod-new-way-being-church",NA,"76","73","0:04:10","25","64.00%","63.16%","$0.00","Responding to ‘Amoris Laetitia,’ San Diego plans diocesan synod, a new way of 'being church'"
"605","/issue/345/article/preaching-faith-midst-tragedy","http://americamagazine.org/issue/345/article/preaching-faith-midst-tragedy",NA,"76","75","0:13:39","75","92.00%","96.05%","$0.00","Preaching Faith in the Midst of Tragedy"
"606","/issue/378/article/beatification-pope-pius-ix","http://americamagazine.org/issue/378/article/beatification-pope-pius-ix",NA,"76","69","0:08:22","68","88.24%","89.47%","$0.00","The Beatification of Pope Pius IX"
"607","/issue/5152/article/why-not-women","http://americamagazine.org/issue/5152/article/why-not-women",NA,"76","70","0:01:16","55","87.27%","82.89%","$0.00","Why Not Women? A bishop makes a case for expanding the diaconate."
"608","/issue/746/article/whats-extraordinary","http://americamagazine.org/issue/746/article/whats-extraordinary",NA,"76","69","0:12:58","69","79.71%","88.16%","$0.00","What's Extraordinary?"
"609","/issue/your-average-american-catholic","http://americamagazine.org/issue/your-average-american-catholic",NA,"76","68","0:05:58","65","81.54%","88.16%","$0.00","Your Average American Catholic"
"610","/content/all-things/come-worship-lord-interview-john-michael-talbot","http://americamagazine.org/content/all-things/come-worship-lord-interview-john-michael-talbot",NA,"75","70","0:19:26","69","61.97%","93.33%","$0.00","Come Worship the Lord: An Interview with John Michael Talbot"
"611","/issue/100/what-yogi-said","http://americamagazine.org/issue/100/what-yogi-said",NA,"75","69","0:03:35","69","87.14%","92.00%","$0.00","What Yogi Said"
"612","/issue/581/article/living-wage-and-catholic-social-teaching","http://americamagazine.org/issue/581/article/living-wage-and-catholic-social-teaching",NA,"75","69","0:05:41","69","82.61%","86.67%","$0.00","The Living Wage and Catholic Social Teaching"
"613","/issue/california-catholic-school-accepts-transgender-teacher","http://americamagazine.org/issue/california-catholic-school-accepts-transgender-teacher",NA,"75","69","0:01:34","52","90.38%","78.67%","$0.00","California Catholic school lets transgender teacher keep job"
"614","/issue/force-reckon","http://americamagazine.org/issue/force-reckon",NA,"75","68","0:03:07","31","74.19%","49.33%","$0.00","The Chicago Police Department has become an example of the toxic effects of institutional racism."
"615","/users/kevin-spinale","http://americamagazine.org/users/kevin-spinale",NA,"75","56","0:01:31","50","56.00%","54.67%","$0.00","Kevin Spinale"
"616","/issue/667/article/faith-child","http://americamagazine.org/issue/667/article/faith-child",NA,"74","63","0:07:34","57","82.46%","82.43%","$0.00","The Faith of a Child"
